Number,Product_code,Product_name,Rating,number of reveiws,Price,Images
159,B096G1V3RC,"HP 250 G8 Laptop (11th Gen Intel Core i3-1115G4/8GB DDR4 Ram / 512GB SSD/Windows 10/15.6 inch HD/Intel UHD Graphics) 42V68PA (Dark Ash Silver, 1.74 kg)",4.5 out of 5 stars,6,"44,000",https://m.media-amazon.com/images/I/71S+S-vt1MS._AC_UY218_.jpg
160,B08B9X82C6,Dell Latitude 3510 Intel Core i3-10110U /4GB/1TB/UBUNTU/15.6 INCH Screen/1 Year Warranty,3.5 out of 5 stars,14,"38,086",https://m.media-amazon.com/images/I/71CYNhZZfAL._AC_UY218_.jpg
161,B0991SBN8S,"(Renewed) Lenovo IdeaPad Slim 3 (2021) | 11th Gen Intel Core i3 |14"" FHD IPS |Thin & Light Laptop | 4-Side Narrow Bezel (8GB/256GB SSD/Win10/Office/Backlit KB/Fingerprint Reader/Arctic Grey/1.41Kg), 82H700KAIN",No Rating Available,0,"37,392",https://m.media-amazon.com/images/I/61dO4cx9xyS._AC_UY218_.jpg
162,B08HRHH2NH,"Life Digital Laptop 15.6-inch (39.62 cms) (Intel Core i5/4GB RAM/1TB HDD/Type C Data/Win10), ZED AIR CX5",3.1 out of 5 stars,48,"33,987",https://m.media-amazon.com/images/I/71tnnbggvrL._AC_UY218_.jpg
163,B096SK39ZB,"Lenovo IdeaPad Gaming 3 Intel Core i5 10th Gen |15.6"" Full HD IPS Gaming Laptop (8GB/1TB HDD/Windows 10/NVIDIA GTX 1650 4GB GDDR6 Graphics/Onyx Black/2.2Kg), 81Y40183IN",5.0 out of 5 stars,1,"57,990",https://m.media-amazon.com/images/I/61TlKHyOHLL._AC_UY218_.jpg
164,B08MPXD3YD,"Dell Inspiron 3501 15.6"" FHD AG Display Laptop ( i5-1135G7 / 8GB / 1TB+256 SSD / Integrated Graphics / Win 10 + Office H&S / Accent Black ) D560401WIN9BE",3.9 out of 5 stars,42,"59,500",https://m.media-amazon.com/images/I/51jPUwqQTFL._AC_UY218_.jpg
165,B0979FD54T,"HP 15 (2021) Thin & Light Ryzen 5 4500U Processor, 8GB RAM, 512GB SSD, Radeon Graphics, 15.6-inch (39.6 cms) FHD Screen, Windows 10, MS Office, Natural Silver(15s-er1006AU)",5.0 out of 5 stars,1,"54,990",https://m.media-amazon.com/images/I/81SdJG3OUjL._AC_UY218_.jpg
166,B08CYTHY92,"HP Pavilion Gaming 15.6-inch (39.62 cms) FHD Gaming Laptop (Ryzen 5-4600H/8GB/512GB SSD/Windows 10/144Hz/NVIDIA GTX 1650ti 4GB/Shadow Black), 15-ec1051AX",4.3 out of 5 stars,372,"70,990",https://m.media-amazon.com/images/I/71FeUtw+TPL._AC_UY218_.jpg
167,B08M5PFY5F,Dell Inspiron 5502 15.6 Inch FHD 11th gen Laptop (i5-1135G7 / 8GB / 512 SSD / MX330 2GB Card Nvidia Graphics Card/ Win 10 + MS Office H&S / Silver) D560364WIN9S,3.8 out of 5 stars,38,"65,490",https://m.media-amazon.com/images/I/61FnUvGa1NL._AC_UY218_.jpg
168,B08QDL9GVM,"ASUS i3-1005G1//4G/1T/15.6""FHD/Office H&S/Finger Print/ X515JA-EJ302TS Laptop (Transparent Silver )",2.6 out of 5 stars,10,Currently Unavailable,https://m.media-amazon.com/images/I/71hgzeX--TL._AC_UY218_.jpg
169,B08W8LCMS4,"Lenovo IdeaPad Flex 5 11th Gen Intel Core i5 14-inch FHD IPS 2-in-1 Touchscreen Laptop (8GB/512GB SSD/Win 10/Office 2019/Lenovo Digital Pen Stylus/Fingerprint Reader/Graphite Grey/1.5Kg), 82HS009HIN",4.0 out of 5 stars,57,"66,990",https://m.media-amazon.com/images/I/61ta6vDkCRL._AC_UY218_.jpg
170,B08Y929CPJ,"Lenovo ThinkPad E15 (2021) Intel Core i3 11th Gen 15.6"" FHD Thin and Light Laptop (4GB RAM/256GB SSD/Windows 10/Fingerprint Reader/Black/Aluminium Surface/Black/ 1.7 kg), 20TDS0A500",4.3 out of 5 stars,75,Currently Unavailable,https://m.media-amazon.com/images/I/71TuueY7JDS._AC_UY218_.jpg
171,B07SVPSDDM,"Lenovo Ideapad D330-10IGM with Keyboard 4 GB RAM 64 GB ROM 10.1 inch with Wi-Fi Only Tablet (Mineral Grey), 81H3S01W00",5.0 out of 5 stars,1,"25,990",https://m.media-amazon.com/images/I/61+ZQMKTj0L._AC_UY218_.jpg
172,B086XRYW2R,"Lenovo V14 Intel Core i3 8th Gen 14-inch HD Thin and Light Laptop (4GB RAM/ 1TB HDD/ Windows 10 Home/ Grey/ 1.6 kg),81YA002GIH",3.6 out of 5 stars,11,"35,790",https://m.media-amazon.com/images/I/814Z+UpsPJL._AC_UY218_.jpg
173,B087D3JHGB,"Lenovo Ideapad Slim 3 AMD Ryzen 3 15.6 inch (39.62 cms) Full HD Thin and Light Laptop (4GB/1TB HDD/Windows 10/MS Office 2019/Platinum Grey/1.85Kg), 81W10057IN",3.4 out of 5 stars,697,Currently Unavailable,https://m.media-amazon.com/images/I/61Dw5Z8LzJL._AC_UY218_.jpg
174,B08GG7PQCK,"2021 Premium HP Stream 11 Laptop Computer 11.6"" HD WLED Anti-Glare Intel Celeron Processor N4000 4GB RAM 32GB eMMC Office 365 for 1 Year USB-C WiFi Win10 + iCarp HDMI Cable",4.3 out of 5 stars,58,Currently Unavailable,https://m.media-amazon.com/images/I/61jZQD6CiYS._AC_UY218_.jpg
175,B095YC5VH4,"HP 15 (2021) Thin & Light 10th Gen Intel Core i3 Laptop, 8GB RAM, 512GB SSD, 39.62 cms (15.6"") FHD Screen, Windows 10, MS Office, Jet Black (15s-du1516TU)",4.0 out of 5 stars,1,"45,147",https://m.media-amazon.com/images/I/81Ne5qKmE8L._AC_UY218_.jpg
176,B08QG1X1FM,"Lenovo V15 Intel Core i5 10th Gen 15-inch HD Thin and Light Laptop (4GB RAM/ 256GB SSD/ DOS/ Grey/ 1.85 kg), 82C500RRIH",No Rating Available,0,Currently Unavailable,https://m.media-amazon.com/images/I/31px31VIEhL._AC_UY218_.jpg
177,B08CYVKT8L,"HP Pavilion Gaming 15.6-inch FHD Gaming Laptop (Ryzen 5-4600H/8GB/1TB HDD + 256GB SSD/Windows 10/144Hz/NVIDIA GTX 1650 4GB/Shadow Black), 15-ec1048AX",4.3 out of 5 stars,36,"65,993",https://m.media-amazon.com/images/I/71VlaIUD10L._AC_UY218_.jpg
178,B0993TFLC4,"(Renewed) Dell Intel Core i7 6th Gen 14-Inch(35.56 cms) (1920 x 1080) Laptop (32GB RAM/128GB SSD & 2TB HDD/Windows 10 Pro/MS Office/Intel Integrated HD Graphics /1.5Kg,Black) Latitude E5470",No Rating Available,0,"71,999",https://m.media-amazon.com/images/I/51+WXHpfUKS._AC_UY218_.jpg
179,B093T2SC3W,"Dell Inspiron 3501 15.6"" FHD Display Laptop (i5-1135G7 / 8GB / 1TB HDD + 256GB SSD / Integrated Graphics / Win 10 + MSO / Backlit KB / Soft Mint Color) D560412WIN9S",3.6 out of 5 stars,34,"62,550",https://m.media-amazon.com/images/I/61zbf9g+VDS._AC_UY218_.jpg
180,B08W8J4TQB,"Lenovo IdeaPad S145 10th Gen Intel Core i5 15.6-inch (39.62 cms) Full HD Thin and Light Laptop (8GB/1TB HDD/Windows 10/MS Office 2019/Platinum Grey/1.85Kg), 81W800TEIN",3.4 out of 5 stars,80,Currently Unavailable,https://m.media-amazon.com/images/I/61PXjYVtmqL._AC_UY218_.jpg
181,B08HRHFV23,"Life Digital Laptop 15.6-inch (39.62 cms) (Intel Core i7, 8GB RAM, 512GB SSD, Windows 10), ZED AIR CX7",3.3 out of 5 stars,53,"46,322",https://m.media-amazon.com/images/I/71tnnbggvrL._AC_UY218_.jpg
182,B0919LPGKH,"Dell Inspiron 3501 15.6"" FHD Display Laptop (11th Gen i5-1135G7/ 8GB / 1TB + 256GB SSD /NVIDIA MX330 2GB Graphics / Win 10 + MSO / Soft Mint Color) D560439WIN9S",3.3 out of 5 stars,4,"65,650",https://m.media-amazon.com/images/I/61zbf9g+VDS._AC_UY218_.jpg
183,B08S7D74TV,"(Renewed) Lenovo Intel 3rd Gen Core i5 3210M 14-Inch (35.56 cms) 1366x768 Laptop (4 GB/500 GB HDD/Windows/MS Office Pro 2019 /Intel HD Graphics 4600/Black/1.50 Kg), Thinkpad L430",3.2 out of 5 stars,4,"31,499",https://m.media-amazon.com/images/I/71LAAhw+9bL._AC_UY218_.jpg
184,B08QCKPLZX,Dell Inspiron 3501 15-inch FHD Laptop (11th Gen i5-1135G7/8GB/1TB HDD/256GB SSD/Win 10 + MS Office/2GB Graphics/Soft Mint),4.0 out of 5 stars,94,"63,590",https://m.media-amazon.com/images/I/61kwF967nJL._AC_UY218_.jpg
185,B097SYTZJJ,"Dell Inspiron 5418 14"" FHD Display Laptop (i5-11300H / 16GB / 512GB SSD / Integrated Graphics / Win10 + MSO / Backlit KB + FPR / Silver) D560481WIN9S",4.0 out of 5 stars,216,"68,190",https://m.media-amazon.com/images/I/713FjhbQPYS._AC_UY218_.jpg
186,B08BV8N5ZR,"ASUS VivoBook 15 Intel Celeron N3350 15.6"" (39.62cms) HD Laptop (4GB RAM/1TB HDD/Windows 10/Integrated Graphics/Black/2.0 kg), X540NA-GQ285T",3.6 out of 5 stars,271,Currently Unavailable,https://m.media-amazon.com/images/I/81EbdwReBLL._AC_UY218_.jpg
187,B08DXPGS83,Dell Inspiron 3593 15.6-inch FHD Laptop (10th Gen i3-1005G1/4GB/1TB HDD/Win 10 + MS Office/Integrated Graphics/Black) D560236WIN9B,3.5 out of 5 stars,85,Currently Unavailable,https://m.media-amazon.com/images/I/41w1F6+OrzL._AC_UY218_.jpg
188,B08XMF2X8M,Acer Aspire 5 Thin and Light Laptop Intel Core I5 11th Gen ( 8 GB/512 GB SSD/ Windows 10 Home/ Iris Xe Graphic) A515-56-54FN with 39.6 cm (15.6 Inch) with FHD Display / 1.65 Kgs,4.1 out of 5 stars,21,"54,980",https://m.media-amazon.com/images/I/71q9NsahLQL._AC_UY218_.jpg
189,B08MPYV6N6,Dell Inspiron 5301 13.3 FHD IPS Anti Glare Thin & Light Laptop / TGL-U i5 / 8 GB / 1TB SSD / Integrated Graphics / Win 10 + MSO / Silver) D560379WIN9S,4.2 out of 5 stars,14,"69,499",https://m.media-amazon.com/images/I/61XDdm6uPiL._AC_UY218_.jpg
190,B08RQ4J6T4,"Lenovo V15 AMD RYZEN 3 3250U 15.6"" (39.62cms) HD Laptop (4GB/1TB/DOS/Grey/1.85Kg),82C70016IH",3.7 out of 5 stars,33,"31,950",https://m.media-amazon.com/images/I/61ZSIAryRmL._AC_UY218_.jpg
191,B08V5WLM62,"HP Pavilion 13 11th Gen Intel Core i5 13.3"" (33.78 cms) Ultra Thin FHD Laptop (16GB/512GB SSD/Win10/MS Office/Alexa Built-in/Natural Silver/1.24 Kg), 13-bb0075TU",4.1 out of 5 stars,23,"70,086",https://m.media-amazon.com/images/I/71PwU27MbUL._AC_UY218_.jpg
192,B08XYJW59X,"Acer Aspire 7 Core i5 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 Ti) A715-75G-51H8 Gaming Laptop (15.6 inch, Charcoal Black, 2.15 kg)",4.1 out of 5 stars,14,"62,990",https://m.media-amazon.com/images/I/418WSiz8uzL._AC_UY218_.jpg
193,B08RQ4J6T4,"Lenovo V15 AMD RYZEN 3 3250U 15.6"" (39.62cms) HD Laptop (4GB/1TB/DOS/Grey/1.85Kg),82C70016IH",3.7 out of 5 stars,33,"31,950",https://m.media-amazon.com/images/I/61ZSIAryRmL._AC_UY218_.jpg
194,B08V5WLM62,"HP Pavilion 13 11th Gen Intel Core i5 13.3"" (33.78 cms) Ultra Thin FHD Laptop (16GB/512GB SSD/Win10/MS Office/Alexa Built-in/Natural Silver/1.24 Kg), 13-bb0075TU",4.1 out of 5 stars,23,"70,086",https://m.media-amazon.com/images/I/71PwU27MbUL._AC_UY218_.jpg
195,B08GG7PQCK,"2021 Premium HP Stream 11 Laptop Computer 11.6"" HD WLED Anti-Glare Intel Celeron Processor N4000 4GB RAM 32GB eMMC Office 365 for 1 Year USB-C WiFi Win10 + iCarp HDMI Cable",4.3 out of 5 stars,58,Currently Unavailable,https://m.media-amazon.com/images/I/61jZQD6CiYS._AC_UY218_.jpg
196,B094X6LM8D,"Lenovo Legion Y540 9th Gen Intel Core i5 15.6-inch (39.62 cms) Full HD Gaming Laptop (8GB/512GB SSD/Windows 10/60 Hz/NVIDIA GTX 1650 4GB GDDR5 Graphics/Raven Black/2.3Kg), 81SY00UCIN",4.3 out of 5 stars,100,"59,990",https://m.media-amazon.com/images/I/71zm3gbS9SL._AC_UY218_.jpg
197,B097C2FLFM,"Dell 14 (2021) i5-1135G7 2in1 Touch Screen Laptop, 8Gb RAM, 512Gb SSD, 14” (35.56 cms) FHD Display, Win 10 + MSO, Backlit KB + FPR + Active Pen, Silver Metal Color (Inspiron 5410, D560476WIN9S)",No Rating Available,0,"69,390",https://m.media-amazon.com/images/I/41SN23XGQNS._AC_UY218_.jpg
198,B092VPYX5G,"Acer Nitro 5 Intel Core i5-11th Generation 144 Hz Refresh Rate 15.6-inch Gaming Laptop (16GB Ram/512 GB SSD/Win10/GTX 1650 Graphics/Obsidian Black/2.2 Kgs), AN515-56 + Xbox Game Pass for PC",3.7 out of 5 stars,29,"73,990",https://m.media-amazon.com/images/I/71evs2WKJjS._AC_UY218_.jpg
199,B08QN1RFSS,"Dell Inspiron 3501 15.6-inch FHD Laptop (11th Gen Core i5-1135G7/4GB/1TB HDD+256GB SSD/Windows 10 Home + MS Office/Intel HD Graphics),Black",4.2 out of 5 stars,16,"55,799",https://m.media-amazon.com/images/I/81BuSX1NFqL._AC_UY218_.jpg
200,B08R843NHL,"HP Pavilion x360 (2021) 14"" (35.56cms) FHD Touchscreen Laptop, 11th Gen Core i7, 8 GB RAM, 512GB SSD, 2-in-1 Convertible, Windows 10, MS Office, Finger Print Reader (14-dw1040TU)",4.0 out of 5 stars,51,"79,135",https://m.media-amazon.com/images/I/617clKqAqiL._AC_UY218_.jpg
201,B08J42VSL6,"LG Gram 10th Gen Intel Core i5-1035G7 14"" (35.56cms) IPS Full HD (1920X1080) Thin and Light Laptop (8GB/256GB SSD/Windows 10 64-bit/Dark Silver/999gms), 14Z90N",4.4 out of 5 stars,47,"62,990",https://m.media-amazon.com/images/I/71Dv5BtTh8L._AC_UY218_.jpg
202,B08JMR2GXG,"ASUS VivoBook 14 (2020) Intel Core i3-1005G1 10th Gen 14-inch (35.56 cms) FHD T&L Laptop (8GB/1TB HDD + 128GB NVMe SSD/Integrated Graphics/Windows 10/MS Office 2019/Silver/1.6 kg), X415JA-EK092TS",4.3 out of 5 stars,245,"46,490",https://m.media-amazon.com/images/I/71WuDXpTAlL._AC_UY218_.jpg
203,B08KYBTJ7W,"Lenovo V15 Intel Core i3 10th Generation 15.6 inch Screen Laptop (4 GB RAM, 1 TB HDD/Win 10 Home/ Colour Name / Weight), Model Number 82C5A00AIH",3.6 out of 5 stars,22,"38,500",https://m.media-amazon.com/images/I/71cd41RWSNL._AC_UY218_.jpg
204,B08JM39SVS,"ACER EXTENSA 15 Ex215-52-30GA Intel® CoreTM i3-1005G1/4Gb up to 12 gb /1Tb/15.6""FHD/Win10 Supports up to 1 TB PCIe Gen3 8 Gb/s up to 4 Lanes, NVMe SSD",3.3 out of 5 stars,15,"33,900",https://m.media-amazon.com/images/I/71kTx-8KxjL._AC_UY218_.jpg
205,B08NVX36LY,"Asus VivoBook 15 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) X543UA-DM342T Laptop (15.6 inch, Star Grey, 1.90 kg)",3.6 out of 5 stars,25,"30,990",https://m.media-amazon.com/images/I/419oug2wyKL._AC_UY218_.jpg
206,B08CQ6KJ6F,"Lenovo Ideapad Slim 3 Intel Core i3 10th Gen 14 inch HD Thin and Light Laptop (4GB/1TB HDD/Windows 10/Platinum Grey/1.6Kg), 81WD00JYIN",3.1 out of 5 stars,436,Currently Unavailable,https://m.media-amazon.com/images/I/61s7sJEpsVL._AC_UY218_.jpg
207,B08MPP51VB,"Dell Inspiron 3505 15.6"" (39.2cms) FHD Anti Glare Display Laptop (Ryzen-3 3250U / 8GB / 256 SSD / Vega Graphics / 1 Yr NBD / Win 10 + Office H&S/ Accent Black) D560392WIN9BE",3.8 out of 5 stars,358,Currently Unavailable,https://m.media-amazon.com/images/I/51MKXqHKBQL._AC_UY218_.jpg
208,B08SNHVK6F,"ASUS VivoBook S S14 Intel Core i5-1135G7 11th Gen 14-inch FHD Thin and Light Laptop (8GB RAM/512GB SSD + 32GB Optane Memory/Windows 10/Office 2019/Iris X Graphics; Dreamy White;1.4 Kg), S433EA-AM502TS",4.3 out of 5 stars,155,"63,990",https://m.media-amazon.com/images/I/618zqCdWMaL._AC_UY218_.jpg
209,B01MSWS8FE,"Alienware AW15R3-7002SLV-PUS 15.6"" Gaming Laptop (7th Generation Intel Core i7, 8GB RAM, 256 SSD, Silver) with NVIDIA GTX 1060",4.1 out of 5 stars,8,Currently Unavailable,https://m.media-amazon.com/images/I/714InBfFipL._AC_UY218_.jpg
210,B08KWJ4G4R,Dell Inspiron 3505 15.6-inch FHD Laptop (AMD Ryzen 3 3250U/8GB/1TB HDD/Windows 10/MS Office 2019/AMD Radeon Vega Graphics) Platinum Silver,3.5 out of 5 stars,43,"40,489",https://m.media-amazon.com/images/I/51CYuZNUcoL._AC_UY218_.jpg
211,B08WRZQBQ6,"Lenovo IdeaPad Flex 5 11th Gen Intel Core i7 14-inch FHD IPS 2-in-1 Touchscreen Laptop (16GB/512GB SSD/Win 10/Office 2019/Lenovo Digital Pen Stylus/Fingerprint Reader/Graphite Grey/1.5Kg), 82HS0092IN",4.0 out of 5 stars,48,"83,990",https://m.media-amazon.com/images/I/61ta6vDkCRL._AC_UY218_.jpg
212,B08HHB9Q2M,"HP 14 10th Gen Core i3 14"" (35.56cms) Laptop with 4G (LTE), 8GB RAM, 1TB HDD, 14"" (35.56cms) FHD Screen, Windows 10, MS Office(14s-er0004TU)",4.0 out of 5 stars,125,"44,499",https://m.media-amazon.com/images/I/71lMJxLkIqL._AC_UY218_.jpg
213,B08T69P9ZF,"Acer Extensa 15 10th Gen Intel Core i3-1005G1 15.6' Full HD Display Thin and Light Laptop(4GB RAM/1 TB HDD/Win10/Integrated Graphics/Black/1.9 Kg), EX215-22",2.9 out of 5 stars,12,"33,990",https://m.media-amazon.com/images/I/71FsqYE2p-L._AC_UY218_.jpg
214,B08JVDBBFT,"Asus Gaming Laptop ROG Strix G15 i7-10750H(8 Gb Ram,1T SSD,15.6 FHD-144hz,GTX1650Ti-4GB,RGB Backlit,WIFI6,WIN10,,Electro Punk),G512LI-HN179T",2.9 out of 5 stars,2,"97,000",https://m.media-amazon.com/images/I/71veSsw9+wL._AC_UY218_.jpg
215,B07V4CCJ3H,"(Renewed) Lenovo Intel 4th Gen Core i5 4200M 14-Inch (35.56 cms) 720p HD Ready Laptop (4 GB/320 GB/Windows 10 Pro/Intel HD Graphics 4600/Black/2.26 Kg), Thinkpad L440",3.4 out of 5 stars,16,"30,999",https://m.media-amazon.com/images/I/41uod9T2ZiL._AC_UY218_.jpg
216,B093HC6BXN,"Dell Vostro 3400 14"" FHD Display Laptop (I5-1135G7 / 8GB / 512GB SSD / NVIDIA MX330 2GB Graphics / Win 10 + MSO / Backlit KB / Dune Color ) D552172WIN9DE",4.7 out of 5 stars,10,"59,990",https://m.media-amazon.com/images/I/51CEknIIHcL._AC_UY218_.jpg
217,B098TJW3MS,(Renewed) Lenovo ThinkPad 14 inch (35.56 cm) HD Laptop (Core i5 6th Gen/8 GB RAM/500 GB/Windows 10 Pro/MS Office 19/Webcam/USB 3.0/Wifi/BT/Cardreader/Pan India Warranty/Integrated Graphics),No Rating Available,0,"37,999",https://m.media-amazon.com/images/I/51OKVljVlsS._AC_UY218_.jpg
218,B08KY7QQ7H,Dell Inspiron 3505 15.6-inch FHD Laptop (Ryzen 3 3250U/8GB/256GB SSD+1TB HDD/Windows 10/MS Office 2019/AMD Radeon Vega Graphics) Platinum Silver,4.1 out of 5 stars,96,"47,100",https://m.media-amazon.com/images/I/51CYuZNUcoL._AC_UY218_.jpg
219,B08MPVWYBQ,"Dell Inspiron 5406 11th Gen 14"" (35.56cms) FHD 2in1 Laptop( i3-1115G4 / 4GB / 256 SSD /Integrated Graphics/ Win 10/MS Office 19/ Active Pen/Platinum Silver),D560365WIN9S",3.9 out of 5 stars,29,"52,880",https://m.media-amazon.com/images/I/51YwG-FYB5L._AC_UY218_.jpg
220,B08G57FKVH,"HP Pavilion Gaming 15.6-inch FHD Gaming Laptop (Ryzen 5-3550H/8GB/1TB HDD + 256GB SSD/Windows 10/4GB NVIDIA GeForce GTX 1650 Graphics, Shadow Black/2.25 kg), 15-ec0106ax",4.1 out of 5 stars,28,"63,990",https://m.media-amazon.com/images/I/41gEnNfNJtL._AC_UY218_.jpg
221,B08CXSLPTZ,"Lenovo V14 AMD RYZEN 3 3250U 14"" (35.56cms) HD Laptop (4GB/1TB/Dos/Iron Grey/1.85Kg) 82C6000KIH",3.3 out of 5 stars,34,"29,449",https://m.media-amazon.com/images/I/51ZE3adhGVL._AC_UY218_.jpg
222,B097C48VNS,"(Renewed) Lenovo Thinkpad Hybrid Laptop X230 Intel Core i5 - 3320m Processor, 8 GB Ram & 256 GB SSD & 500GB HDD, Win10, 12.5 Inches 1.34 KG Ultralight Computer",No Rating Available,0,"30,989",https://m.media-amazon.com/images/I/61R6kEAt-9S._AC_UY218_.jpg
223,B08HRKDL9H,"LifeDigital ZED AIR CX3 Laptop, 15.6""(39.62 cms) IPS FHD, Intel® Core™ i3/8GB RAM/2TB HDD + 256GB Storage/Camera/LAN/Windows 10, Black",3.8 out of 5 stars,35,"31,137",https://m.media-amazon.com/images/I/71tnnbggvrL._AC_UY218_.jpg
224,B08V5WLM62,"HP Pavilion 13 11th Gen Intel Core i5 13.3"" (33.78 cms) Ultra Thin FHD Laptop (16GB/512GB SSD/Win10/MS Office/Alexa Built-in/Natural Silver/1.24 Kg), 13-bb0075TU",4.1 out of 5 stars,23,"70,086",https://m.media-amazon.com/images/I/71PwU27MbUL._AC_UY218_.jpg
225,B093LQKYT3,"ASUS ROG Zephyrus G14 (2021), 14"" (35.56 cms) FHD 144Hz, Ryzen 9 5900HS, RTX 3060 6GB Graphics, Gaming Laptop (16GB/1TB SSD/Office 2019/Windows 10/Moonlight White/AniMe Matrix/1.7 Kg), GA401QM-HZ269TS",5.0 out of 5 stars,5,"1,50,990",https://m.media-amazon.com/images/I/81Nwu5Hp0jS._AC_UY218_.jpg
226,B08JCP96XL,"Lenovo IdeaPad Slim 3 AMD Athlon Silver 3050U 15.6 inch HD Thin and Light Laptop (4GB/1TB HDD/Windows 10/MS Office 2019/Integrated AMD Radeon Graphics/Platinum Grey/1.85Kg), 81W100W9IN",3.4 out of 5 stars,52,Currently Unavailable,https://m.media-amazon.com/images/I/61Dw5Z8LzJL._AC_UY218_.jpg
227,B08SRJ4RGQ,"HP Pavilion x360 14-inch FHD Touchscreen Convertible Laptop with 4G LTE (Intel Core i5-1135G7/8GB/512GB SSD/Win 10/MS Office 2019/Inking Pen/FPR/Natural Silver/1.61kg), 14-dw1039TU",4.2 out of 5 stars,12,"74,490",https://m.media-amazon.com/images/I/61EQwsTKioL._AC_UY218_.jpg
228,B08M4SQ83T,"ASUS ZenBook 14 (2020) Intel Core i5-1135G7 11th Gen 14-inch (35.56 cms) FHD T&L Laptop (8GB RAM/512GB NVMe SSD/Windows 10/MS Office 2019/Intel Iris Xᵉ Graphics/Pine Grey/1.17 kg), UX425EA-BM501TS",4.5 out of 5 stars,295,"72,990",https://m.media-amazon.com/images/I/71lT-zWEYkL._AC_UY218_.jpg
229,B0937CXX8H,"Acer Aspire 3 Intel Core i3 11th Generation 15"" (38.1 cms) - (4 GB/1 TB HDD/Windows 10 Home/Intel UHD Graphics /1.7Kg/Silver) A315-58",2.9 out of 5 stars,9,"36,349",https://m.media-amazon.com/images/I/71CoOI-d9RS._AC_UY218_.jpg
230,B097TY6PTN,"Lenovo Legion 5 10th Gen Intel Core i7 15.6 inch FHD IPS 250Nits Gaming Laptop (16GB/512GB SSD/Win10/120 Hz/NVIDIA GTX 1650 4GB GDDR6 Graphics/Phantom Black/2.3Kg), 82AU00PNIN",4.4 out of 5 stars,136,"82,990",https://m.media-amazon.com/images/I/61p3lA4N3uL._AC_UY218_.jpg
231,B092VLR74L,"Acer Nitro 5 Intel Core i5-10th Gen 15.6-inch Display Thin and Light Gaming Laptop (16GB Ram/1TB HDD + 256GB SSD/Win10/GTX 1650Ti Graphics/Obsidian Black/2.3 Kgs), AN515-55 + Xbox Game Pass for PC",4.2 out of 5 stars,45,"86,999",https://m.media-amazon.com/images/I/81mxlt2J81L._AC_UY218_.jpg
232,B08BXZXVV5,"Lenovo V14 Intel Core i3 10th Gen 14"" (4GB RAM/ 1TB HDD/ Win 10/ Iron Grey/ 1.6 kg), 82C4016SIH",3.2 out of 5 stars,62,"36,150",https://m.media-amazon.com/images/I/71iyJJMr-NL._AC_UY218_.jpg
233,B097C4VWF9,"(Renewed) Lenovo Thinkpad Hybrid Laptop X230 Intel Core i5 - 3320m Processor, 4 GB Ram & 256 GB SSD & 320GB HDD, Win10, 12.5 Inches 1.34 KG Ultralight Computer",No Rating Available,0,"26,989",https://m.media-amazon.com/images/I/61R6kEAt-9S._AC_UY218_.jpg
234,B08HRHH2NH,"Life Digital Laptop 15.6-inch (39.62 cms) (Intel Core i5/4GB RAM/1TB HDD/Type C Data/Win10), ZED AIR CX5",3.1 out of 5 stars,48,"33,987",https://m.media-amazon.com/images/I/71tnnbggvrL._AC_UY218_.jpg
235,B096SL21J8,Acer Aspire 3 core i5 11th Generation Processor 15.6-inch Full HD Thin and Light Laptop - (8 GB/1 TB HDD/Windows 10 Home/Intel Iris Xe Graphic/Microsoft Office 2019/1.7Kg/Silver) A315-58,3.0 out of 5 stars,2,"49,990",https://m.media-amazon.com/images/I/41LHkg5LbRS._AC_UY218_.jpg
236,B08KYBTJ7W,"Lenovo V15 Intel Core i3 10th Generation 15.6 inch Screen Laptop (4 GB RAM, 1 TB HDD/Win 10 Home/ Colour Name / Weight), Model Number 82C5A00AIH",3.6 out of 5 stars,22,"38,500",https://m.media-amazon.com/images/I/71cd41RWSNL._AC_UY218_.jpg
237,B08N57LR4X,"HP 14 Thin & Light 14"" (35.56cms) FHD Laptop (11th Gen Intel i7-1165G7/8GB/512GB SSD/Windows 10/MS Office 2019/Alexa Built-in/Pale Gold/1.47 kg), 14s-dr2007TU",4.6 out of 5 stars,9,Currently Unavailable,https://m.media-amazon.com/images/I/81qlKbTuQXL._AC_UY218_.jpg
238,B08Y929CPJ,"Lenovo ThinkPad E15 (2021) Intel Core i3 11th Gen 15.6"" FHD Thin and Light Laptop (4GB RAM/256GB SSD/Windows 10/Fingerprint Reader/Black/Aluminium Surface/Black/ 1.7 kg), 20TDS0A500",4.3 out of 5 stars,75,Currently Unavailable,https://m.media-amazon.com/images/I/71TuueY7JDS._AC_UY218_.jpg
239,B08CXSLPTZ,"Lenovo V14 AMD RYZEN 3 3250U 14"" (35.56cms) HD Laptop (4GB/1TB/Dos/Iron Grey/1.85Kg) 82C6000KIH",3.3 out of 5 stars,34,"29,449",https://m.media-amazon.com/images/I/51ZE3adhGVL._AC_UY218_.jpg
